,Aldoc_class,Cadps2_class,Calb2_class,Col25a1_class,Cplx2_class,Cryab_class,Cxcl14_class,Gad1_class,Id2_class,Lhx6_class,Nrn1_class,Ntng1_class,Pcp4_class,Pde1a_class,Penk_class,Plp1_class,Pnoc_class,Pvalb_class,Reln_class,Rgs4_class,Slc6a1_class,Sncg_class,Sst_class,Trp53i11_class,Zero
Nrn1,0.10856629639608358,0.14935061596936428,7.410206833243038,0.8727356445317759,0.12540724998678432,0.32092326069658444,0.549771339183666,0.13404015079278522,0.28780514732550544,0.31970609830579855,11.439014250144792,4.081204089878337,0.19960796612119855,0.588882595933805,0.23164674271836724,0.15675420762103975,0.30077328685936966,0.09435916818641747,4.622757372156984,0.4878117117960907,0.6521642487659983,0.370347711393342,0.12909693045717988,6.473822971653825,0.047626626138470296
Ntng1,0.07916367339351606,0.26351312627145734,9.190405007014324,3.1053782791232196,0.5134128862123939,0.7345032320525426,0.191496213425122,0.9500596347882098,0.6314230814670925,1.0391232392816088,5.5073409363123265,4.701383529034166,0.5278593474475524,1.4929525455219657,0.8078061389723559,0.12000019502382855,0.08876946462559278,0.3464668401640959,4.15875465116425,0.21044600250800952,1.5141858663508956,0.7017023625999607,0.17716051427092372,5.949389303836706,0.029338458141358503
Nts,0.019896520393167437,0.09933677931481431,0.04691632316535876,0.4351440992893255,0.032005333401251786,0.10282054038975813,0.006529654083679838,0.40456047189241445,0.26199583055836534,0.043944638299810025,0.09378114690774,0.10186079769600359,0.1661480883490032,0.3366227369391272,0.1868061579920265,0.018424621186250902,0.030472721700355806,0.16864211412244903,0.0,0.0060837523832647815,0.09686662081167934,0.1645042918681163,0.34995831695633745,0.0026262989616567703,0.004615059014144586
Pcp4,9.52293676895418,14.52995528128415,8.180066395880978,5.907881909860719,7.766742361009421,4.370748192399656,2.920308343037206,12.450733175341743,9.41899492702495,5.772823444378061,10.194932800507924,2.229600562384926,8.451843809202185,17.133598322759756,6.795455540213605,1.660031294900346,8.11432468566481,22.202315386907994,7.0149088924483785,8.097147368679966,10.957976997709746,5.927963128122363,3.854221984581105,11.587377781579637,0.23575539438371912
Pde1a,4.620558509330867,1.1047851650467824,0.9347147825995952,3.228776604176061,10.886269428343514,3.8613311639392123,1.1601628548269936,8.1268326101259,3.5081404742703794,3.7587933696193967,0.6180949327647086,0.9665879077221146,2.478009723297708,16.88147991928484,0.7163817079231691,0.7429250504098113,1.4307465616520851,2.092209241457085,0.9023968358836773,10.638825160549754,6.230128991370842,8.503873916812706,9.23774251823064,8.997839129353927,0.08734909153759575
Peg10,0.3199286829208172,0.33128074401921814,0.12522381877357808,0.34951793481234206,0.12381699118658039,0.2436347288588197,0.8624354925145945,0.19353452101506544,0.18246857737618258,0.27045378355218647,0.42384337614600576,0.45759387945825886,0.25742167548963624,0.5367695066161791,0.10561372494939725,0.09811151061390941,0.054189742571612805,0.032328359669722265,0.14884048611382122,0.3715943540260332,0.416935688245057,0.2958562477447529,0.393678066592963,0.284202256585905,0.038396244869192485
Penk,1.379542536162916,8.958240585152545,2.136917808509946,8.835001096539186,0.6430300143227337,6.8849451882103265,0.5545163078250531,8.075816607534135,7.700798871747736,5.128749466133973,1.315547058097894,0.4919224941899195,10.063362734211903,4.946060096040905,13.02737478970027,1.317911747795183,4.713589429789097,30.684543583383043,0.9076298054580939,1.3650493481636035,6.966689398056775,1.4109171817042752,6.6809645850352695,2.494924665918848,0.1170152881764061
Plcxd2,0.4487300021022312,0.40917301133904144,0.8398123690766667,0.24445813917345532,0.02770666271820171,0.307786722425879,0.01843523830578911,0.7396381535279358,0.2133515084795147,0.186997181500819,0.048736949992616324,0.13107302313482194,0.25662372253185284,0.3819738374205406,0.22122476448551057,0.061686362032486564,0.11064332778141343,0.16452554086543367,0.07147036596816345,0.06306704700787386,0.10943797077398067,0.20719970700778412,0.2662958416977771,0.674994540006795,0.013518854295320754
Plp1,1.472552906850483,1.2158211630192302,1.9826643254936436,0.7345375926457426,0.7679795531752072,13.695074374608486,1.576303636295238,1.582238957652357,11.869294801164836,0.9013912348578675,1.7194230938612944,0.9752676944144281,1.1824003804000813,3.8939902582615877,7.860266029115784,6.604345901589873,4.552904973814347,2.061155627590026,8.899690798724942,8.892009874027902,14.535443995473107,0.8779617839575272,2.594702218668655,1.5955352523869613,0.3305467005045274
Pnoc,0.5704570461804593,1.0027558577468614,1.6063848714252253,1.6624208330775347,0.10962802342718912,0.11110548512458535,2.066671974076599,8.855630612792497,0.9921443135238076,1.0692566541508128,0.19040004301462637,3.150221224121712,1.4362513633621068,0.6791302542833628,7.132383671098403,0.268185763583089,10.645493889598304,3.4798187523333324,1.833025227737265,0.4898355173957255,1.4335217992345912,0.16909572717813198,0.19751561016859945,2.470355116201197,0.04604643126826071
Prkca,0.918111523544611,2.1421214816528042,2.245321591115905,1.6988754153593282,2.248402252130988,0.8914135208566912,1.5101119379472758,1.3471916403013109,1.513228483808693,1.1434346695684505,1.2122695877685263,1.3163036555037384,0.8357211244459826,3.1880853417284296,0.5957257780920939,0.46360526195440055,1.0503356227698624,0.7201109621533451,1.409790888179927,1.7848091417205139,1.1066938535384796,0.3579359441133607,0.44871060878586816,5.543878480342177,0.068480677962303
Pthlh,0.04350271779245419,0.22006706612519425,0.2519794500236781,0.0,0.05908172896312464,0.06649068508501185,0.02054096382276649,0.06974358448643744,0.09311471128824451,0.05808858514983402,0.12022650090516435,0.04247734541415355,0.1816132213588728,0.07441157242657184,0.06201405736519662,0.03853210239055104,0.4395505014059852,0.5928677888546114,0.027607795469184022,0.21206369282720347,0.426346662503315,0.03434854097282548,0.08231425412542144,0.1791246360908519,0.0187019010753237
Pvalb,7.672049971347996,22.30411572495828,9.524756395214814,0.0845952945388093,0.06817530070421804,0.7141421018028918,1.6989649122469381,8.471488479215553,5.584806313849251,0.5049150257597598,0.29179108310463736,0.239765177844762,1.768563439953186,1.50941256765054,0.4445378138673805,0.7402094425502068,0.5491363816223545,29.009747609180458,0.743978744468701,0.3438696447525594,3.422617815771199,0.12252643076946314,1.7388581481889713,1.0344136897756426,0.1971085807913019
Rab3c,0.5542144823796088,0.6486546636025765,0.13940014130520792,0.058942546876919216,0.5453467268884938,0.3713126915579114,0.22661637033656348,0.9936180312834137,0.6588461163692066,0.15908878608040875,0.03017784048448667,0.1262217500290851,0.5312981965875423,2.0607760347138315,0.3675846610399611,0.09784378032317154,0.8011173150239539,1.3558446254706584,0.15644500170824752,0.8175384458524133,0.8183446895281963,0.6416330767432433,0.6340658660757469,1.3238278161771584,0.02438427250577008
Rasgrf2,0.2668532568761817,0.18522214686764296,0.31496893228587347,0.4543834152080339,0.24896126431662108,0.3225687844218537,0.3531216576621715,0.04007893227599886,0.15815776363949283,0.2620206976315707,0.45325012840440687,0.4272409524216942,0.17918835316915976,0.41211338159530364,0.10897073025503565,0.04467712713735157,0.4676566824492038,0.5706972292340386,0.1430733102275781,0.09395678606757124,0.41171903077845745,0.2210662643937476,0.10156411142231847,0.3849023221502186,0.02409703098311941
Reln,1.4414578779127545,0.3911689310584878,0.37939727659553696,1.4481674394009165,5.210394409030436,1.0791520695103225,0.504491387945083,1.960138946279422,1.1888349299434746,2.384273467288918,9.845696746655403,2.877115213805219,0.5629676078326753,7.890640722301796,0.45528600317001167,0.22376110696533905,0.1347627883343056,0.41032126723861284,7.023989874950268,4.397580089985805,0.7047431049416549,0.5257701800996705,3.9940277578513026,3.923893098412355,0.03534408807395402
Rgs10,2.33935804154937,1.1358011911614587,2.069291315783088,2.1299727926785454,6.164431496719807,3.0534974601406,0.8733064315513696,6.376794491702115,2.134830841315628,1.4331116547950138,2.3830355118013244,2.31246946820916,1.683689151487936,7.115425114014092,0.6147723242414024,0.6008642524935521,5.589271522815557,2.5096921546062743,1.4325373143215183,4.492535640146945,4.805154933461705,5.305039891775123,2.4393457477056337,7.771223202034095,0.204703222805718
Rgs12,0.23280619808575256,0.008757483285571722,0.3112608229460066,0.19781328628125114,1.1964769723217974,0.18231391051192933,0.2847565391586318,0.17591978169555672,0.5557984255001862,0.4812333110565223,0.18351342078685573,0.2839787530186429,0.4043756780211722,1.1709651450957592,0.2852376574840191,0.23713766609775636,0.24128576219716005,0.2843923916000335,0.2173320420588109,0.9139542516070324,0.7715605758817278,1.0964251310747022,0.28283039930847687,0.6902316001011707,0.08508945815384
Rgs4,3.4468421148083355,2.2730298959629915,5.236382069243315,5.048769841005171,2.7520503346825254,2.6573898732592642,0.8939265747753468,7.041487426576304,3.877141482314833,2.526581732066148,1.3761631288864646,2.640719617382004,3.8482842609932533,10.057756105742023,5.071418465238995,0.9878590490852736,4.044530772413063,5.742450287162469,1.2927002056577344,6.1458479670055555,4.444977943391103,2.4949833765556026,2.6115327402514814,4.303919607604264,0.17661161576580128
S100a10,0.12407326254451365,0.1770059836339882,0.06661607698343465,0.33498051709718535,0.4788288448618759,0.015283468575900705,0.07226413689515758,0.08215593210445792,0.16360349976332944,0.03775518320838934,0.00037037566986610165,0.08529050092927504,0.15093470399541206,0.3610033133647461,0.3051618115311562,0.030981378111148792,0.34003878546914995,0.2930869231417965,0.03461928896435098,0.574882450590366,0.37923187430288474,0.9306443082984385,0.11485325883164911,0.5670946805777057,0.004945447480519212
Satb1,1.8350251858493898,3.7008643129505514,0.539760140138289,0.7977467689836278,0.32387900722448626,1.8091276197039428,0.42640506173253173,5.961418540699472,2.8666193440491727,3.0370889346212806,0.34253156399052825,0.2084920147629443,2.435560053382431,1.544434805114255,2.5869533445428106,0.5239018386685299,5.9650859037409285,7.35128690141941,0.6136503760299064,0.7346835861749751,2.7957713534315176,0.3404172302575916,2.2893835054927543,1.110161982803459,0.1119718188457985
Scgn,0.2519590171657774,0.12231045968346413,0.12573079109377433,0.21635691344235347,0.16138014693838598,0.11622838876674652,0.018220594777761126,0.5313939464216787,0.2160054690502053,0.3187324205474032,0.17319021121951914,0.08370074798341322,0.21774342030095137,0.33247814205960147,0.19181991905521545,0.02807865944981456,0.6178577748490872,0.09899012506436926,0.0002440621608105929,0.07161188848304507,0.18246541160989957,0.16987287442566132,0.12485622511271652,0.10112574197162506,0.0002705891662717789
Sema3c,0.24168085279533458,0.25220901446550376,0.27755294695515004,0.22169384758988298,0.42073712376167277,0.5302298477849339,0.07199733307352654,0.5932601566330328,0.13729591767395735,0.45836919172247714,0.2107897593346137,0.07658734267334294,0.5361340173844416,0.6377539084119538,1.1553060395903723,0.1022801063231502,1.0808488212786143,0.5785444910947013,0.1346671236289571,0.30108796283853606,0.8818465482095103,0.2446566265953712,0.2589321708401833,1.0862355450597143,0.016054692270984633
Serpini1,1.5165249958544522,1.1193910692553248,0.8896866695605025,1.7256345740746126,0.20633636183080545,0.7623104099323622,0.16584925436390577,1.6866831619554294,0.7693636211663363,0.7245265497571381,1.5254522350535,0.35443151251804944,1.0410108418959374,0.9815855263334716,1.0786185183440267,0.21733858082784624,1.199404054011296,1.1248404830210443,0.2236382172763864,0.4255069070170971,2.056703713302672,0.4285501709556835,0.627743950913124,0.4905797504425138,0.0460696728633487
Slc17a6,0.12161872190075365,0.7078267900030802,0.0001198618640370816,0.07664082518103235,0.07154622302943583,0.139585570705081,0.09857733003289634,0.356879280936592,0.2476750671860961,0.28049984388059107,0.06768007201969803,0.0,0.10516155119468924,0.03576536641313342,0.0905701130338302,0.04169242012201577,0.026433768296969192,0.19945810305660294,0.031173128182461977,0.03817596683605375,0.1141748279874276,0.13587241216730714,0.026823323044231673,0.40281630538901514,0.011473035363093336
Slc17a7,0.00037864608149717186,0.09170048823968793,0.004999555212156251,0.03749265085636392,0.03074780113342517,0.020399051029105407,0.0,0.06254365897421206,0.019196379006530682,0.07584570553368229,0.06432457761322949,0.0005552833652025363,0.04370288420460091,0.0,0.05168396784009151,0.012909266701522428,0.07548392565710814,0.011988711872816252,0.027524028717879644,0.002287702367206745,0.25429495788634754,0.03565037795507829,0.05938051607237288,0.10066181320288796,0.0
Slc17a8,0.02781560272397031,0.0075882123340457784,0.061117151488330045,0.08244442674675159,0.1955468887654263,0.0,0.0,0.0718763604574143,0.024032897219948956,0.0005498991605756987,0.052911074429117105,0.015686589924940875,0.020209112104332426,0.7579706788864093,6.921971317155542e-05,0.00589370860844282,0.07407581983358646,0.009662684764280515,0.0005301989563127567,0.0950031325644129,0.06203756188330992,0.07592144120510055,0.032403037565894834,0.6433446433626644,5.1232084724138004e-05
Slc18a3,0.07825493007372596,0.1487158577605147,0.07925243095437248,0.1539964883626657,3.2878898659394262,0.058957004924189385,0.06521029121350519,0.07554733209146966,0.12627613172838587,0.015357660740053387,0.18923707615696725,0.057612271941922505,0.1344927988436533,2.381797102379033,0.17848940528775342,0.02826787517062192,0.10430053881559216,0.07073531029306318,0.15626026962911407,2.077490359529253,0.008529516052081009,3.3186044696124886,0.000788155277950203,4.412024862838089,0.007235634029199922
Slc32a1,0.058599267606012743,0.029944381492206247,0.0,0.06956617253775403,0.0,0.11987626868152748,0.0001671092767780286,0.4057579454543885,0.24493759026477402,0.016355778159676974,0.23961962986193755,0.02222387402649878,0.09279157466917665,0.18966729639020216,0.16911973625611793,0.08687965451326338,0.16839083296794569,0.003601104572214426,0.2179685603784382,0.19119593858873613,0.42765838982749355,0.0,0.0768458039488321,0.062268304957685504,0.005167558683720695
Slc5a7,0.15781627217223135,0.2085863796820052,0.04992802268381143,0.0256610139446794,0.03731221349945064,0.13273874583392126,0.09963466091569405,0.31152858742458717,0.3123589178470791,0.24063617909293947,0.3108949758849294,0.1386513640224332,0.2064169708295716,0.43197706238752187,0.06805522729276539,0.07251276324746532,0.3337699356722507,0.09358217264927901,0.0634261049146242,0.2384761446968957,0.5172953437511453,0.4155328779232457,0.1956600623173656,0.6369914809537667,0.0077105075053748055
Slc6a1,20.17853598707464,14.607908558433742,8.686326747868328,21.189153564687924,9.050639321156174,17.706099916478443,11.921597800573663,20.12700347351476,16.127555268847885,16.536792878110287,6.196880052805283,5.454977767480799,17.32051038413837,21.751861498305132,16.16031342309635,9.960119575585887,16.184341212024655,24.312542371550663,9.483412374555012,12.44094450855059,34.450986791295755,6.7625495795879065,17.095890851410232,13.070166671278619,0.657300960792678
Snca,0.0535482951140984,0.0011154405830559875,0.0,0.3024319300535447,0.0012705731132614945,0.020603782746865907,0.04520398198909339,0.3947251106603864,0.0858363737618444,0.2641293730346683,0.08939180025738126,0.02956182831169707,0.05043556513412138,0.1598000314692115,0.06676502142451923,0.03137988769005427,0.0,0.0,0.1469045099932707,0.061150458199707755,0.12163632948495245,0.04184510572759667,0.06624314061924744,0.1777294343839573,0.006058213470911557
Sncg,0.28321479052505716,0.3454803223142623,1.0777979320626763,1.9783561105843934,15.164326864155736,0.12012498391192762,0.2038737285128468,2.031458101574873,0.8818706802155571,0.3262623872815033,8.538581138065455,1.8611806459702456,0.23503780932352986,12.393285359798103,0.4422020299215949,0.15606671087208168,0.6132104217862421,0.0301180360840222,2.7748986421688833,12.43120386463659,1.2579802877965465,17.979260764423582,0.04288909082989792,12.12491972652763,0.05358045037681388
Sox6,0.07426504146972901,0.08437565923676195,0.0024473047853036823,0.18771259995232492,0.06184405825323721,0.020202362790696638,0.4679616425785612,0.10613553467528462,0.12465389073248595,0.06927120621061465,0.0821095288585254,0.09034285257973323,0.14800443038616115,0.351346973440346,0.000247140851725173,0.06642694320837439,0.07393143402617046,0.0969517006973826,0.1479731527174299,0.029224977428674675,0.10898087002647704,0.12671069815563032,0.07116299647870837,0.05819370272391052,0.004242325008823313
Sp8,0.021748444001817108,0.17656712801784288,0.0447995308061043,0.1244457177152171,0.2807198538344154,0.040974695520739665,0.24353016391948565,0.19673535158688593,0.3987095479162697,0.13531832595812238,0.21510604802945793,0.12542176099274577,0.07352029064134828,0.17379893601805194,0.1143157929220024,0.06796959937512044,0.04452632036145059,0.4742480786794873,0.16518663148191284,0.25422352950639027,0.14573021968636152,0.578373877140587,0.1510043609584301,0.34859598526305957,0.001076655418375954
Spp1,0.07796787108610365,0.07906704907840453,0.0,0.27197171314931906,0.09838834526966746,0.1254115597816861,0.09754654242914874,0.059072202164104866,0.13968610522762887,0.19787675869843824,0.32935444115331286,0.10187203521747219,0.17277656264301997,0.20249916406741594,0.27467654132494984,0.10304662972094127,0.24969060206109714,0.3868076570236577,0.20874581994786007,0.23729475000489111,0.7229304466663622,0.1701141649782439,0.3727263286512142,0.09626179780356914,0.008412532486402006
Sst,0.3350933181125183,0.2983847480504035,0.517567845247021,3.558244306801442,0.13123884226200602,0.9214580163815034,0.4938377376413639,13.015394062897437,0.17646456495212218,0.48966230786635556,0.1809777653032046,0.22048927077355296,0.3335179158688026,1.8918135645120069,0.5352617371987579,0.20592690295933508,10.043246535710168,0.052931731399633065,0.15715623278146665,0.09517667962309218,0.5273142794680022,0.9559865325056969,15.035989362238546,0.7668873912403845,0.03331143576735502
Stxbp1,5.559891204092676,5.793115608893107,4.444185193088139,3.8958796591476874,3.1234137006354614,3.146329921551372,3.1185852417688418,7.631704570384932,4.487408454665167,4.54669505339533,4.380177477106728,2.702507002894307,4.5337877981678005,6.169945915442268,4.623651653304416,1.013066752943007,4.441024642229872,9.951652788628996,2.9704272088653285,2.7268306586605586,6.722561760038895,3.1368167381712975,3.053455392326767,6.861044292457331,0.18840768365439525
Synpr,0.5772140311869532,0.042173992155226665,0.1847452715808967,0.24936938584708493,0.006735655729631431,0.22569326801998477,0.22249484262424532,0.8903441944262218,0.10754290070383674,0.11378120960249678,0.11792628877612914,0.1683546901415679,0.23566836071248864,0.22522391733803931,1.6109174172936713,0.07219158583380446,0.9242985967960611,1.1983513513221868,0.11184808697006687,0.2205612112467349,1.1658501971564,0.166917588057842,0.18390116123963185,0.02335989728158862,0.0158404111729475
Syt2,0.02392338188899799,0.14524565627984137,0.10692430890112242,0.03146500280931977,0.06424441285309351,0.0,0.041279791522036875,0.06200901846403058,0.09564196253885202,0.09528187202880757,0.1498840595268454,0.05601703786861645,0.20458701931487952,0.0002564713690884601,0.0807139992063454,0.022893999491029472,0.0,0.04545054862415508,0.01858809937501413,0.11432540535046108,0.5948112806100616,0.25535391766589316,0.06782814486428002,0.299365216156385,0.0074773620199852404
Tac1,0.15970434774106426,0.20365029448090816,0.045139940930398186,0.11304033547630508,0.0678845539870352,0.631699210830461,0.47354027542547206,0.08225832514976036,0.08316062774217553,3.6398432067370274,0.24754081461153563,0.08984519191893969,0.1459329135576047,0.34714110068794035,0.02511675885283263,0.08249606642553398,0.1361684218223254,0.04209640353350029,0.12940763467255617,0.05920723754754434,0.8712551012574512,0.30531361168253146,0.11885957994235333,0.3910213360139631,0.018855084279647633
Tac2,0.007212714759472808,0.05084769406463223,0.0,0.03580239474990589,0.07609662369996253,0.019330926825469417,0.002389505485389506,0.0,0.018619454250571398,0.05309598417155739,0.1116768391842183,0.02165613991440957,0.01680603200924038,3.091755574760142,0.025252253230479728,0.006085323528625672,4.7439723747755945e-05,0.052707174143446854,0.0,0.10793668512582923,0.17006217725865513,0.02125474074375462,0.012735608774514812,0.0,6.81604732958023e-05
Tacr2,0.05178846575294481,0.15493638444485333,0.18363283836180494,0.12447306431823664,0.09804345556018446,0.026518490879805057,0.07373259708481095,0.13412319450840465,0.026357112948822946,0.12240771297659535,0.07945819864125268,0.08275500438027644,0.09966154417921659,0.2190185447227661,0.30360232690802685,0.016459402033971483,0.03798960964236173,0.0,0.1860964044293323,0.18318068552338812,0.22395345789197607,0.03081490622487322,0.13210568524355523,0.09795724851612975,2.208818105897013e-05
Tacr3,0.054764513177200866,0.014735797664818546,0.002938923611159943,0.031013276202710296,0.030442749834851745,0.033676905026267474,0.020618179376886897,0.0,0.01868122261352448,0.05967521329887919,0.0,0.0,0.03461922495096314,0.0,0.0002372907709152165,0.003654545900908728,0.0,0.0,0.013129352292034307,0.026449725482393428,0.06166065348374665,0.12305914625971394,0.016157640899439767,0.0007006225142048377,0.0019415879342407196
Tcf7l2,0.11263897568268388,0.07843766000589263,0.21173211312436113,0.10063279249980545,0.0,0.2408550466903442,0.23239997518279,0.5402478335139861,0.2677216851958124,0.08557931754542908,0.025805020323505574,0.22016738199213232,0.12071393389521265,0.0645809324783577,0.39057108877569197,0.15904172513548692,0.12925410653367594,0.16768340885444663,0.4383800339493677,0.23904697231204178,0.4270240654727423,0.1508950807604987,0.09608178526521229,0.2912432318748074,0.010329119556769406
Th,0.010289093195805345,0.019987446499925038,0.0,0.05712345277330903,0.15299467962255986,0.05525863538991842,0.07360356390572054,0.0,0.05532433968530363,0.00790937963293499,0.03248448609805867,9.286480788704365e-05,0.13444690703497256,0.20206796434404828,2.1736910041376567,0.02753272413431682,0.08309634941156376,0.8550297255740321,0.00559567632184806,0.6199785240649768,0.039700717400617015,0.13207727233665223,0.017567332384206515,0.5113384097818978,0.007855837891944153
Thsd7a,0.0006113533851729539,0.01679127959703355,0.035917947573871095,0.10192575828251343,0.0,0.0008003685691675509,2.7935470904389633e-05,0.0,0.0026455942128646394,0.0,0.0,0.0,0.0066822843169378815,0.0,0.02843056361248212,0.006834233244850187,0.030286257689596453,0.0,0.0005694453602186904,0.0573162405637871,0.0008040169533693139,0.038092178102991335,0.07167279071889647,0.022044665186468426,0.0034347114287964055
Trp53i11,1.1940208589325412,0.8261525953370666,5.688416070817992,2.3586907788885725,7.165355963777186,1.297130500604083,4.084316855824716,1.5304340052895211,1.694084833668603,1.015413641717676,4.206121850338667,2.4933707870112687,1.3146642743146881,5.723579654829176,0.6060106367737932,0.5498407448532239,3.135589228495513,2.3047285140875364,2.7800520619632128,7.5044827879598754,3.4610934650451877,12.847364487676982,1.1184712839134805,15.135983062842392,0.10868104343126259
Vgf,0.08357188718648874,0.07223948483329205,0.055785479043353736,0.135502586420339,0.1107343721793206,5.574128994096311e-05,0.17034492634853132,0.26480781320360813,0.0957043099502238,0.09200579027629935,0.0003365593700560793,0.11365756815555846,0.11930891673112258,0.1440088772586801,0.09609099059482329,0.024208327357930572,0.2414455577209358,0.11455042544721117,0.033112794012825075,0.19062602060498388,0.3939967216616447,0.25457204989990984,0.03351694276967446,0.6235966413955625,0.009095059394197299
Vip,0.15203838988510535,0.06780280077677339,0.0,0.09146440561257362,0.06860111915889443,0.026650908128849717,0.0326681527799041,0.0,0.05528390521039753,0.08610507717173346,0.13541976681414086,0.1054682817704116,0.07346973966552872,0.14953275843019573,0.09311034687887998,0.018198985009965172,0.11819196868910782,0.26499987351548404,0.005064563979653275,0.12467576315108189,0.30137350022475096,0.3812906045942411,0.08249319064249983,0.30415266925092627,0.008352587441007779
Wfs1,1.1399913773130033,1.1480601560269341,0.3857166263808287,0.8476884833614791,1.0003708186124858,0.6898354780418375,1.1349777566342898,1.2316497554297652,1.1042028038442822,1.3507838508189265,0.173362570266948,0.22569344011550377,0.7282611057260163,1.786184187218742,0.9204803502055662,0.38026791542651694,0.43918846536909983,2.9071286046026756,0.2550539036174121,1.1193835282329772,2.4957987597233453,1.1123823103268786,0.5203409728829322,1.1989884877033814,0.0643337850080543
Yjefn3,0.2729162107992935,0.35317960024964173,0.4546923298549816,0.42442403923344185,0.2740921961098396,0.39999367504254496,0.19575573911770036,0.31624991989395773,0.17113914479678002,0.3197388655474292,0.17275350459490868,0.15158948872481293,0.2906000329250823,0.7986372317144856,0.366499149350244,0.07498490475035433,0.3173465100387663,0.22840482646950222,0.09812365626116465,0.551444660655981,0.13909373604524713,0.3770070422878011,0.19364826110047617,0.47294826434937154,0.009534087809788467
Zic1,0.00967338835519702,0.017345378202398593,0.0,0.056570376515707274,0.06352552620446875,0.13127141865265318,0.024032524249306002,0.0,0.019351145347154815,0.028831447262768074,0.047717922529374776,0.08773003032575354,0.005613483971673959,0.01617365333573568,0.0294040662088544,0.0077509658810911005,0.037646700169168115,0.00010067223933987983,0.027045788098279157,0.005094203637796117,0.0,0.04196482720483114,0.017149554244828082,0.006634460163028122,0.004709296193202279
Zic4,0.12107290342830748,0.10215468917869103,0.05893467049544759,0.06708682854809213,0.06473507795432312,0.18374909194061145,0.07256853148241608,0.21043795454140185,0.1424877960593726,0.08269773128523664,0.03567556908993971,0.024686352329243096,0.07538000348193882,0.36976740058571783,0.15124808968694892,0.030160863946490344,0.0,0.0016739645881529177,0.03389700539189917,0.14799653276830102,0.050232122408109606,0.12300984949056709,0.07578776318243996,0.04125588134782974,0.0028577117683644456
